company_masked,old_value
228,"Streaming Services, Philosophy, Private Jets, Consultancy, Digital Marketing, Yoga & Wellness, Event Management, Corporate Governance, Public Relations"
229,"Space Tourism, ESG, Tutoring, Smart Homes, E-commerce, Mobile Gaming"
230,"Streaming Services, Circular Economy, Casinos, Perfumes"
231,"Workplace Safety, Data Science, High-Stakes Poker, International Law, Smart Grids, Credit Cards, Startups, Subscription Services, Marine Technology, Geothermal Energy"
232,"Fashion Industry, AI & Machine Learning, Homeopathy, Footwear, Philosophy, Supply Chain, Geothermal Energy, IoT, Board Leadership, Gaming Consoles, DIY & Home Improvement, Home Cleaning Services, Smartwatches, Auditing"
233,"Engineering, Research & Development, Construction, Movies & Entertainment, PPC Advertising, Home Automation, Digital Forensics, Interior Design"
234,"DIY & Home Improvement, Mars Colonization, Alternative Medicine, Streaming Platforms, Consumer Electronics, Semiconductor Industry, Venture Capital, Autonomous Vehicles, Casinos, Influencer Marketing"
235,"Cybersecurity, Art Market, Ride-Sharing, Digital Marketing, Robotics, Social Media Regulation, Space Tourism, SETI"
236,"Venture Capital, Biotechnology, Legal Tech, Hunting & Fishing, Circular Economy"
237,"Privacy & Data Protection, Social Media Regulation, Education Technology, Investment, Music Industry, Hospitals, Gaming Consoles"
238,"Lobbying, Food Delivery Services, Social Media Regulation, Banking, Business Intelligence, Student Loans, Anti-Money Laundering, Social Media, Content Creation, Alternative Medicine, Meat Processing, Membership Sites, Event Management, Furniture Industry, Charity Organizations"
239,Firearms & Ammunition
240,"Bioethics, Power Distribution, Coffee & Tea Industry, Data Science, Furniture Industry, Gig Economy, Alcoholic Beverages, Dairy Industry, NFTs, Open Source Software, Hospitals, Anti-Money Laundering, Diet & Nutrition, Adventure Sports, Astrology"
241,"Open Source Software, Lobbying, Auditing, Blockchain, Indie Game Development"
242,"Home Cleaning Services, Lottery, Archaeology, Real Estate"
243,UFO Studies
244,"Audio Equipment, Home Automation, Social Media, Luxury Goods"
245,"Cultural Heritage, Mental Health Awareness, Renewable Energy, Hi-Fi & Vinyl, Membership Sites, Disaster Relief, Engineering, Anthropology, Crowdfunding, Think Tanks"
246,"Home Cleaning Services, Search Engine Optimization, Public Transport, Annuities & Pensions, Fantasy Sports, Precious Metals, Big Data Analytics, Remote Work Productivity, Construction"
247,"Diet & Nutrition, Recruitment, Online Safety, Urban Planning, Yachting, Education Technology, IT Infrastructure, Satellite Technology, Adventure Tourism, Land Development, Hydroelectric Power, Astrology"
248,"Movies & Entertainment, SaaS, Sustainable Housing"
249,"Geothermal Energy, Investment, Membership Sites, Fantasy Sports, FinTech, Audio Equipment, Hardware Manufacturing, Renewable Energy, Higher Education, Marine Technology"
250,"Podcasting, Luxury Goods, Home Security, Children’s Digital Rights, Government Affairs, Think Tanks, Urban Planning, Waste Management, Fitness Tech, Psychology, Crisis Management, Legal Tech"
251,"Hunting & Fishing, Immigration Services, Retail, Social Work, AI & Machine Learning, Construction, Online Safety"
252,"Surveillance, Dairy Industry, FinTech, Corporate Governance, Music Production, Agriculture, NGO, Anthropology, Smart TVs"
253,"Tax Consulting, Manufacturing, Lobbying, Financial Inclusion, Gaming, Adventure Tourism, Neobanks, IoT, Anthropology, Fraud Detection, Sustainable Fashion, Online Betting, Cryptocurrencies, Supply Chain, Yoga & Wellness"
254,"Waste Management, Social Work, Digital Forensics, Dairy Industry, Reputation Management, Crowdfunding, Marine Technology, Restaurants, Higher Education, Digital Law, Virtual Reality, K-12 Education"
255,"Surveillance, Venture Capital, Franchising, SaaS, Credit Cards"
256,"Legal Tech, Recycling Industry, Pharmaceuticals, Sustainability, Online Safety, Traditional Chinese Medicine, Diversity & Inclusion, Sound Engineering, Watches, Tarot Reading, Accounting Services, Basketball, NGO, Construction, Cryptocurrency Mining"
257,"Offshore Oil & Gas, Cryptocurrencies, Art Market, Bioethics, Hydroelectric Power, Payroll Management, Home Automation, Alternative Medicine, IT Infrastructure, Content Creation, Longevity Science"
258,"Digital Law, Home Security, Tax Consulting, Membership Sites, Sustainable Fashion, Sound Engineering, Influencer Marketing, Legal Tech, Hospitals, Estate Planning, Data Science, Digital Nomad Lifestyle, Microfinance, Augmented Reality, Special Education"
259,"Psychology, Perfumes, Real Estate, Home Cleaning Services, Ethical Hacking, Electric Vehicles, Fisheries, Mindfulness & Meditation, Digital Marketing, Co-Working Spaces"
260,"Smart Cities, Biometric Authentication, Crisis Management, Smart Homes, Solar Energy, Waste Management, Personal Training, Defense & Military, Robotics"
261,Automotive
262,"Membership Sites, Waste Management, Digital Storytelling, Workplace Safety, Copywriting, Perfumes, AI & Machine Learning, International Law, Influencer Marketing, Pharmaceuticals, Consumer Electronics, Content Creation"
263,"Motorsport, Consultancy, Auditing, Yoga & Wellness, Space Tourism, Cyberwarfare, Drones, IT Infrastructure, Transhumanism, Firearms & Ammunition"
264,"Affiliate Marketing, Digital Storytelling, NGO, Fisheries, Sustainable Fashion, Privacy & Data Protection, Diversity & Inclusion, Research & Development, Cloning & Stem Cell Research, Wearable Devices, Textiles, Human Resources, Medical Devices, Sustainability, Perfumes"
265,"Copywriting, Blockchain, Casino Gaming, Horse Racing, Astrology, Influencer Marketing, Space Tourism, Franchising, Cryptozoology, Adventure Sports, Cryptocurrency Mining"
266,"Algorithmic Bias, Research & Development, Real Estate"
267,"Membership Sites, Digital Banking, Affiliate Marketing, Anti-Money Laundering, Nuclear Energy, Employee Benefits, Luxury Goods, Home Security, Digital Twins, Blockchain, Search Engine Optimization, Public Policy, Podcasting, Government Affairs, Gaming Consoles"
268,"Estate Planning, Fitness Tech, Open Source Software, Meat Processing"
269,"Steel, Digital Marketing, Marine Technology, Financial Inclusion, Virtual Reality, Paranormal Investigations, Retirement Planning, Higher Education, Data Science, Indie Game Development, Diversity & Inclusion, Co-Working Spaces, Payroll Management, Adventure Tourism, Cloud Computing"
270,"Yachting, 3D Animation, Perfumes, Solar Energy, Public Policy, Wearable Payments, Archaeology, Personal Branding, Jewelry, Footwear, Philanthropy, NFTs & Digital Art, Ride-Sharing, Board Leadership"
271,"Drones, ESG, Bioethics, Personal Training, Dairy Industry, Cloning & Stem Cell Research, Hardware Manufacturing"
272,"NFTs & Digital Art, Compliance & Regulations, Workplace Safety, Intellectual Property"
273,"FinTech, Subscription Services, Higher Education, Smart Grids, Medical Devices, High-Stakes Poker, Privacy & Data Protection, Cultural Heritage, Blockchain, Human Resources"
274,"Fundraising, Gaming, Legal Tech, Vegan & Organic Foods, Agriculture, Wind Energy, Biotechnology, Freelancing, Cloud Computing, Fraud Detection, Wearable Devices, Online Course Creation, Paranormal Investigations"
275,"Disaster Relief, Ethical Hacking, Music Production, Credit Cards, Open Source Software, Metaverse, Drones, Cyberwarfare, Casinos, Algorithmic Bias, Perfumes, Cybersecurity, Gaming"
276,"Nuclear Energy, Longevity Science, SEO"
277,"AI & Machine Learning, Beauty & Cosmetics, Subscription Services, Psychology, Open Source Software, Crowdfunding, Recycling Industry, Music Industry, Offshore Oil & Gas, Intellectual Property"
278,"Restaurants, Food Delivery Services, ESG, Wealth Management, Data Science"
279,"Lobbying, Online Safety"
280,"Corporate Social Responsibility, Board Leadership, Digital Marketing, Semiconductor Industry, Audio Equipment, Footwear, Subscription Services, Fundraising, Online Betting"
281,UFO Studies
282,"Textiles, Microfinance, Auditing, Ayurveda"
283,"Digital Storytelling, Online Learning"
284,"Traditional Chinese Medicine, Public Relations, Hospitality, PPC Advertising, Development"
285,"Casino Gaming, Gardening & Landscaping, Nightlife, Horse Racing, Tennis"
286,"Anthropology, Algorithmic Bias, Think Tanks, Corporate Governance, Precious Metals, Longevity Science"
287,"Streaming Platforms, Estate Planning, Dairy Industry, Marine Technology, Hydroelectric Power, Power Distribution, Wind Energy"
288,"Autonomous Vehicles, Tutoring, Smart TVs, Wind Energy, Genetic Engineering, Public Relations, Digital Forensics, Streaming Platforms, Automotive, Mental Health Awareness"
289,"Satellite Technology, Finance, Autonomous Vehicles, Digital Storytelling"
290,"Textiles, Social Work, FinTech, Algorithmic Bias, Ride-Sharing, Charity Organizations, Mars Colonization, Circular Economy, Retail, Crisis Management"
291,"Construction, Yachting, Real Estate"
292,"Test Preparation, Steel, Cryptozoology"
293,"Education, Genetic Engineering, Digital Marketing, Power Distribution, UFO Studies, Biometric Authentication, Indie Game Development, Corporate Social Responsibility, Hospitality, Yachting, Tutoring, Disaster Relief, Mobile Gaming, Metaverse, Special Education"
294,"Immigration Services, Cryptocurrency Mining, Firearms & Ammunition, Private Equity, Hi-Fi & Vinyl, Compliance & Regulations"
295,"Bioethics, Indie Filmmaking, Accounting Services, Diversity & Inclusion, Venture Capital, Human Resources, Metaverse, Leadership Training"
296,"Compliance & Regulations, Space Exploration, Smart Grids, Land Development, Spirituality, Think Tanks, Retirement Planning, Privacy & Data Protection, Smartwatches, IT Infrastructure"
297,"Dropshipping, Cybersecurity, Spirituality, Gig Economy, Textiles, Indie Filmmaking, Online Safety, Fantasy Sports, Casino Gaming, Microfinance, Online Betting, Mars Colonization, SEO, Financial Inclusion, FinTech"
298,"Satellite Technology, Franchising, Manufacturing, Digital Marketing, Firearms & Ammunition, Digital Forensics, Philosophy"
299,"Subscription Services, Geothermal Energy, Disaster Relief, Wearable Devices, Jewelry, Insurance"
300,"Voice Acting, Test Preparation"
301,"Hospitals, 3D Animation, Membership Sites, Compliance & Regulations, Knowledge Management, Copywriting, Cybersecurity, Algorithmic Bias, Dropshipping, Medical Devices, Alcoholic Beverages, Carbon Offsetting, Streaming Platforms"
302,"Entrepreneurship, Smart Cities, Betting Strategies, Space Exploration, Special Education, Mars Colonization, Public Housing, Investment, Finance, Biometric Authentication, High-Stakes Poker, Community Building, Employee Benefits, Pharmaceuticals, Affiliate Marketing"
303,"Smart TVs, Facial Recognition, Gambling"
304,"Digital Twins, Digital Law, Geothermal Energy, Smart TVs, Jewelry, Online Betting, Interior Design, Smart Homes"
305,"Legal Tech, IT Infrastructure, Retirement Planning, Cultural Heritage, Disaster Relief, Sustainable Housing, Drones, Entrepreneurship, Real Estate, Music Production"
306,"Humanitarian Aid, Alternative Medicine, Surveillance, Accounting Services, Beauty & Cosmetics, Journalism, Healthcare, Land Development, E-commerce, Gaming, Hospitals"
307,"Reputation Management, IT Infrastructure, Payroll Management, Longevity Science, Digital Identity, Yachting, Skincare, Accounting Services, Carbon Offsetting, IoT"
308,"Accounting Services, Gaming, AI Ethics, NFTs & Digital Art, Precious Metals, Sports, Data Science"
309,"Payroll Management, Open Source Software, Casinos, Microfinance, Co-Working Spaces, 3D Animation, 3D Printing, PPC Advertising, Digital Forensics, Streaming Platforms, Space Exploration, Journalism, Aerospace, Bioethics"
310,"Open Source Software, Indie Filmmaking, Defense & Military, Biohacking, Private Equity, FMCG, AI & Machine Learning, Spirituality, Insurance"
311,"Real Estate Investment Trusts, Streaming Platforms, Digital Law, AI Ethics, UFO Studies, Sound Engineering, Compliance & Regulations, Digital Storytelling, Data Science, Tarot Reading, Luxury Goods"
312,"Cryptocurrency Mining, Renewable Energy, Nightlife, Research & Development, Affiliate Marketing, Digital Law, Digital Banking, Hardware Manufacturing, Space Tourism, Freelancing, Content Creation, Defense & Military, Crowdsourcing, Ethical Hacking"
313,"Life Coaching, Credit Cards, Community Building, Real Estate Investment Trusts, Investment"
314,"Renewable Agriculture, Journalism, E-commerce, Startups, Smart Cities, Philosophy, Annuities & Pensions"
315,"Book Publishing, Facial Recognition, Cybersecurity, Steel, Gardening & Landscaping, Crisis Management"
316,"Recycling Industry, Insurance, Wearable Devices"
317,"Aerospace, Interior Design, Spirituality, Skincare"
318,"International Law, Insurance, Motorsport, Gambling, Gaming, Life Coaching, Recycling Industry"
319,"Membership Sites, Construction"
320,"Furniture Industry, Wind Energy, Coffee & Tea Industry, Entrepreneurship, Digital Storytelling, Personal Training, Small Business Management, Cultural Heritage, Self-Publishing, Social Work"
321,"Government Affairs, Higher Education, Coworking Spaces, Public Policy, Microfinance, Privacy & Data Protection, Mindfulness & Meditation, Hunting & Fishing, Solar Energy, Metaverse, Wearable Payments, Smart Homes"
322,"Movies & Entertainment, Offshore Oil & Gas, SETI, Manufacturing, Financial Inclusion, Reputation Management, Hardware Manufacturing"
323,"Cloning & Stem Cell Research, Art Market, E-commerce, Fisheries, Tax Consulting, Digital Nomad Lifestyle, Ethical Hacking, Digital Law, Diet & Nutrition, Healthcare, Wearable Payments"
324,NFTs & Digital Art
325,Alcoholic Beverages
326,"Streaming Services, Banking, Public Policy, Architecture, Online Betting, Gaming, Coworking Spaces, Social Media Regulation, Longevity Science, Home Cleaning Services, Pest Control"
327,"NFTs & Digital Art, Online Learning, Cryptozoology, Gardening & Landscaping, Ayurveda, Diet & Nutrition, Online Betting, FMCG, Ride-Sharing, Leadership Training, Gaming Consoles, Co-Working Spaces, Entrepreneurship, Horse Racing, Loan Management"
328,"Online Betting, Interior Design, Data Science"
329,"Fashion Industry, Cultural Heritage, Music Production, Smart Grids, 3D Printing, Defense & Military, Social Media, Supply Chain, Firearms & Ammunition, Pharmaceuticals, Astrology, IT Infrastructure, Copywriting"
